Streaming output truncated to the last 5000 lines.
episode 1953 frame 1060357 score 400.0 curiosity 0.11539238784462214
episode 1954 frame 1061117 score 1000.0 curiosity 0.16613483428955078
episode 1955 frame 1061724 score 400.0 curiosity 0.15674889273941517
episode 1956 frame 1062314 score 800.0 curiosity 0.14251644164323807
episode 1957 frame 1063335 score 2600.0 curiosity 0.13645433630154002
episode 1958 frame 1064327 score 1600.0 curiosity 0.16033709049224854
episode 1959 frame 1064915 score 600.0 curiosity 0.22544822096824646
episode 1960 frame 1065482 score 400.0 curiosity 0.1846769005060196
episode 1961 frame 1066158 score 1000.0 curiosity 0.21128764189779758
episode 1962 frame 1066958 score 1200.0 curiosity 0.08608484268188477
episode 1963 frame 1068006 score 2000.0 curiosity 0.24227406457066536
episode 1964 frame 1069184 score 2200.0 curiosity 0.19829429686069489
episode 1965 frame 1069826 score 800.0 curiosity 0.295003779232502
episode 1966 frame 1070364 score 600.0 curiosity 0.06947949528694153
episode 1967 frame 1070840 score 400.0 curiosity 0.0782601535320282
episode 1968 frame 1071400 score 600.0 curiosity 0.11215882003307343
episode 1969 frame 1071988 score 400.0 curiosity 0.09583671484142542
episode 1970 frame 1072780 score 1200.0 curiosity 0.11479120515286922
episode 1971 frame 1073470 score 1000.0 curiosity 0.1101437471807003
episode 1972 frame 1074282 score 1400.0 curiosity 0.13715751841664314
episode 1973 frame 1075263 score 1800.0 curiosity 0.08657511323690414
episode 1974 frame 1075978 score 1000.0 curiosity 0.15581595711410046
episode 1975 frame 1076715 score 1000.0 curiosity 0.27835963666439056
episode 1976 frame 1077390 score 800.0 curiosity 0.06796926265815273
episode 1977 frame 1077957 score 600.0 curiosity 0.06012922152876854
episode 1978 frame 1078749 score 1200.0 curiosity 0.19071408361196518
episode 1979 frame 1079581 score 1400.0 curiosity 0.14053741842508316
episode 1980 frame 1080177 score 600.0 curiosity 0.09340852312743664
episode 1981 frame 1080657 score 400.0 curiosity 0.19011250138282776
episode 1982 frame 1081417 score 800.0 curiosity 0.25077080726623535
episode 1983 frame 1082449 score 2000.0 curiosity 0.255655437707901
episode 1984 frame 1083132 score 1400.0 curiosity 0.15106557682156563
episode 1985 frame 1083712 score 200.0 curiosity 0.11573585122823715
episode 1986 frame 1084397 score 1000.0 curiosity 0.15308209508657455
episode 1987 frame 1085507 score 2800.0 curiosity 0.2025599181652069
episode 1988 frame 1086180 score 1000.0 curiosity 0.01405518944375217
episode 1989 frame 1086906 score 1200.0 curiosity 0.08776207268238068
episode 1990 frame 1088090 score 2600.0 curiosity 0.18489708751440048
episode 1991 frame 1088803 score 1000.0 curiosity 0.14392163418233395
episode 1992 frame 1089695 score 1400.0 curiosity 0.06083613110240549
episode 1993 frame 1090408 score 800.0 curiosity 0.18048680014908314
episode 1994 frame 1091132 score 1000.0 curiosity 0.16996566206216812
episode 1995 frame 1092279 score 2400.0 curiosity 0.4049135036766529
episode 1996 frame 1092966 score 1200.0 curiosity 0.15266071259975433
episode 1997 frame 1093953 score 2200.0 curiosity 0.05311526823788881
episode 1998 frame 1094988 score 1800.0 curiosity 0.1452619694173336
episode 1999 frame 1095641 score 800.0 curiosity 0.11252956837415695
episode 2000 frame 1096387 score 1000.0 curiosity 0.24501891061663628
episode 2001 frame 1097056 score 1000.0 curiosity 0.1905735358595848
episode 2002 frame 1097513 score 400.0 curiosity 0.06151159040746279
episode 2003 frame 1098529 score 2000.0 curiosity 0.0785096064209938
episode 2004 frame 1099520 score 1600.0 curiosity 0.29631416872143745
episode 2005 frame 1100548 score 2200.0 curiosity 0.22023581340909004
episode 2006 frame 1101547 score 1800.0 curiosity 0.20582203567028046
episode 2007 frame 1102042 score 600.0 curiosity 0.10297545045614243
episode 2008 frame 1102900 score 1400.0 curiosity 0.14045731723308563
episode 2009 frame 1103769 score 1600.0 curiosity 0.14965111762285233
episode 2010 frame 1104797 score 2000.0 curiosity 0.31319912523031235
episode 2011 frame 1105459 score 800.0 curiosity 0.1666616015136242
episode 2012 frame 1106595 score 2400.0 curiosity 0.14632540941238403
episode 2013 frame 1107452 score 1400.0 curiosity 0.052645571529865265
episode 2014 frame 1108253 score 1600.0 curiosity 0.1330450400710106
episode 2015 frame 1108963 score 1000.0 curiosity 0.10178308002650738
episode 2016 frame 1109751 score 1200.0 curiosity 0.17797764390707016
episode 2017 frame 1110812 score 2000.0 curiosity 0.1899832896888256
episode 2018 frame 1111748 score 1600.0 curiosity 0.1129189021885395
episode 2019 frame 1112449 score 800.0 curiosity 0.12002626061439514
episode 2020 frame 1113263 score 1400.0 curiosity 0.07529001776129007
episode 2021 frame 1115011 score 4400.0 curiosity 0.3226727545261383
episode 2022 frame 1115966 score 2000.0 curiosity 0.107173852622509
episode 2023 frame 1116524 score 600.0 curiosity 0.11170188337564468
episode 2024 frame 1118016 score 3200.0 curiosity 0.4317900985479355
episode 2025 frame 1118814 score 1800.0 curiosity 0.16105444729328156
episode 2026 frame 1119868 score 2000.0 curiosity 0.3052211068570614
episode 2027 frame 1121107 score 2800.0 curiosity 0.17604731023311615
episode 2028 frame 1121919 score 1600.0 curiosity 0.13843086175620556
episode 2029 frame 1122817 score 2000.0 curiosity 0.3020062856376171
episode 2030 frame 1123991 score 2600.0 curiosity 0.44993792474269867
episode 2031 frame 1125360 score 2800.0 curiosity 0.3483605906367302
episode 2032 frame 1127123 score 4600.0 curiosity 0.4508299082517624
episode 2033 frame 1128765 score 4200.0 curiosity 0.4503532946109772
episode 2034 frame 1130570 score 4600.0 curiosity 0.6260335445404053
